lemma,rank,lForm,pos,core_pmw
ピッケル,45354,ピッケル,名詞,7.29
ふざけ,45354,フザケ,名詞,0.91
復刊,45354,フッカン,名詞,3.64
不徳,45354,フトク,名詞,2.73
冬服,45354,フユフク,名詞,0.91
ふるふる,45354,フルフル,副詞,0.91
捕,45354,ホ,名詞,0.91
訪ソ,45354,ホウソ,名詞,0.91
星占い,45354,ホシウラナイ,名詞,0.91
ホスピタル,45354,ホスピタル,名詞,1.82
ホーリー,45354,ホーリー,名詞,1.82
ボルフガング,45354,ボルフガング,名詞,0.91
マカフィー,45354,マカフィー,名詞,1.82
マリヤ,45354,マリヤ,名詞,2.73
陵,45354,ミササギ,名詞,0.91
見せ合う,45354,ミセアウ,動詞,0.91
冥利,45354,ミョウリ,名詞,2.73
ミライ,45354,ミライ,名詞,0.91
毛,45354,モウ,名詞,1.82
モトハシ,45354,モトハシ,名詞,0.91
モノマー,45354,モノマー,名詞,0.91
ヤスナガ,45354,ヤスナガ,名詞,0.91
ヤナギモト,45354,ヤナギモト,名詞,0.91
ヤマナ,45354,ヤマナ,名詞,0.91
湧出,45354,ユウシュツ,名詞,0.91
有段,45354,ユウダン,名詞,15.48
許し合う,45354,ユルシアウ,動詞,0.91
ユーズド,45354,ユーズド,名詞,2.73
類焼,45354,ルイショウ,名詞,0.91
レジュメ,45354,レジュメ,名詞,0.91
レメディー,45354,レメディー,名詞,0.91
連銀,45354,レンギン,名詞,1.82
当て込む,45860,アテコム,動詞,0.91
アライ,45860,アライ,名詞,0.91
一興,45860,イッキョウ,名詞,1.82
岩戸,45860,イワト,名詞,0.91
受け払い,45860,ウケハライ,名詞,0.91
右左折,45860,ウサセツ,名詞,1.82
栄転,45860,エイテン,名詞,0.91
エステティック,45860,エステティック,名詞,0.91
エフェクター,45860,エフェクター,名詞,0.91
縁切り,45860,エンキリ,名詞,0.91
ＡＤＢ,45860,エーディービー,名詞,1.82
オオウラ,45860,オオウラ,名詞,1.82
雄羊,45860,オヒツジ,名詞,2.73
買い増し,45860,カイマシ,名詞,0.91
カザルス,45860,カザルス,名詞,2.73
語り草,45860,カタリグサ,名詞,0.91
カツトシ,45860,カツトシ,名詞,4.55
カネハラ,45860,カネハラ,名詞,2.73
感心,45860,カンシン,形状詞,0.91
缶汁,45860,カンジュウ,名詞,3.64
外膜,45860,ガイマク,名詞,0.91
奇天烈,45860,キテレツ,形状詞,0.91
休診,45860,キュウシン,名詞,3.64
虚言,45860,キョゲン,名詞,0.91
空転,45860,クウテン,名詞,0.91
クオーツ,45860,クオーツ,名詞,2.73
葛粉,45860,クズコ,名詞,1.82
クズノハ,45860,クズノハ,名詞,20.95
首元,45860,クビモト,名詞,1.82
刑死,45860,ケイシ,名詞,5.46
獣道,45860,ケモノミチ,名詞,0.91
絹本,45860,ケンポン,名詞,0.91
耕種,45860,コウシュ,名詞,0.91
講道,45860,コウドウ,名詞,0.91
コウノイケ,45860,コウノイケ,名詞,0.91
国公私立,45860,コッコウシリツ,名詞,2.73
転がり,45860,コロガリ,名詞,0.91
捧げ物,45860,ササゲモノ,名詞,0.91
ＳＡＭ,45860,サム,名詞,0.91
シェーカー,45860,シェーカー,名詞,0.91
シタラ,45860,シタラ,名詞,0.91
シック,45860,シック,名詞,0.91
首肯,45860,シュコウ,名詞,0.91
悄然,45860,ショウゼン,形状詞,0.91
重軽傷,45860,ジュウケイショウ,名詞,1.82
女声,45860,ジョセイ,名詞,0.91
ＧＮＵ,45860,ジーエヌユー,名詞,1.82
寸劇,45860,スンゲキ,名詞,0.91
声量,45860,セイリョウ,名詞,0.91
攻め落とす,45860,セメオトス,動詞,0.91
船籍,45860,センセキ,名詞,0.91
粗食,45860,ソショク,名詞,1.82
ソノベ,45860,ソノベ,名詞,0.91
多雨,45860,タウ,名詞,1.82
タジク,45860,タジク,名詞,3.64
タダヨ,45860,タダヨ,名詞,1.82
ダイドウジ,45860,ダイドウジ,名詞,0.91
チ,45860,チ,名詞,0.91
掴み出す,45860,ツカミダス,動詞,0.91
ＴＩＣ,45860,ティーアイシー,名詞,3.64
テリーヌ,45860,テリーヌ,名詞,0.91
ディビジョン,45860,ディビジョン,名詞,0.91
ＤＩＡ,45860,ディーアイエー,名詞,1.82
伝奇,45860,デンキ,名詞,0.91
当会,45860,トウカイ,名詞,4.55
当落,45860,トウラク,名詞,0.91
得失,45860,トクシツ,名詞,0.91
督励,45860,トクレイ,名詞,0.91
所狭い,45860,トコロセマイ,形容詞,2.73
凸版,45860,トッパン,名詞,0.91
トヨヒラ,45860,トヨヒラ,名詞,3.64
取り寄せ,45860,トリヨセ,名詞,0.91
トレジャー,45860,トレジャー,名詞,0.91
ドウゲンザカ,45860,ドウゲンザカ,名詞,0.91
ドウジマ,45860,ドウジマ,名詞,0.91
導水,45860,ドウスイ,名詞,0.91
同庁,45860,ドウチョウ,名詞,2.73
瞠目,45860,ドウモク,名詞,2.73
ドーバー,45860,ドーバー,名詞,1.82
のうのう,45860,ノウノウ,副詞,0.91
ノブヨ,45860,ノブヨ,名詞,0.91
上り口,45860,ノボリグチ,名詞,0.91
排熱,45860,ハイネツ,名詞,6.38
ハスヌマ,45860,ハスヌマ,名詞,0.91
鼻声,45860,ハナゴエ,名詞,0.91
はまなす,45860,ハマナス,名詞,1.82
反攻,45860,ハンコウ,名詞,0.91
バーグマン,45860,バーグマン,名詞,4.55
パーラー,45860,パーラー,名詞,0.91
一人勝ち,45860,ヒトリガチ,名詞,1.82
火柱,45860,ヒバシラ,名詞,1.82
ＶＩＣＳ,45860,ビックス,名詞,1.82
風来,45860,フウライ,名詞,0.91
古傷,45860,フルキズ,名詞,2.73
方正,45860,ホウセイ,名詞,0.91
ほやほや,45860,ホヤホヤ,形状詞,0.91
ぼーん,45860,ボーン,副詞,0.91
ポンチョ,45860,ポンチョ,名詞,2.73
まぐれ,45860,マグレ,名詞,0.91
むふふ,45860,ムフフ,感動詞,1.82
蒙,45860,モウ,名詞,0.91
野趣,45860,ヤシュ,名詞,0.91
ヤミ,45860,ヤミ,名詞,3.64
勇退,45860,ユウタイ,名詞,2.73
湯煙,45860,ユケムリ,名詞,0.91
ラフマニノフ,45860,ラフマニノフ,名詞,1.82
ルリコ,45860,ルリコ,名詞,0.91
冷製,45860,レイセイ,名詞,0.91
老僧,45860,ロウソウ,名詞,1.82
ローバー,45860,ローバー,名詞,7.29
倭館,45860,ワカン,名詞,12.75
愛染,46371,アイゼン,名詞,1.82
揚げ出し,46371,アゲダシ,名詞,0.91
アテンダント,46371,アテンダント,名詞,3.64
暴れん坊,46371,アバレンボウ,名詞,0.91
アプワイザー,46371,アプワイザー,名詞,6.38
有り金,46371,アリガネ,名詞,0.91
イナミネ,46371,イナミネ,名詞,0.91
ウイッチ,46371,ウイッチ,名詞,1.82
恨みがましい,46371,ウラミガマシイ,形容詞,0.91
ＥＳＣＡＰ,46371,エスカップ,名詞,3.64
家船,46371,エフネ,名詞,0.91
ＭＭＡ,46371,エムエムエー,名詞,0.91
ＡＴＯＫ,46371,エートック,名詞,0.91
掻き鳴らす,46371,カキナラス,動詞,0.91
各様,46371,カクヨウ,名詞,0.91
カグヤ,46371,カグヤ,名詞,0.91
かちんかちん,46371,カチンカチン,形状詞,0.91
カドワキ,46371,カドワキ,名詞,0.91
カネヒラ,46371,カネヒラ,名詞,1.82
カルボナーラ,46371,カルボナーラ,名詞,0.91
カワジリ,46371,カワジリ,名詞,0.91
変わり身,46371,カワリミ,名詞,1.82
木型,46371,キガタ,名詞,0.91
期別,46371,キベツ,名詞,0.91
極刑,46371,キョッケイ,名詞,0.91
牛革,46371,ギュウカワ,名詞,0.91
草葺き,46371,クサブキ,名詞,0.91
結語,46371,ケツゴ,名詞,0.91
ケンヤ,46371,ケンヤ,名詞,0.91
玄室,46371,ゲンシツ,名詞,2.73
原潜,46371,ゲンセン,名詞,4.55
言質,46371,ゲンチ,名詞,1.82
興亜,46371,コウア,名詞,0.91
皇紀,46371,コウキ,名詞,0.91
行路,46371,コウロ,名詞,0.91
小皺,46371,コジワ,名詞,0.91
コントラバス,46371,コントラバス,名詞,0.91
五官,46371,ゴカン,名詞,5.46
互恵,46371,ゴケイ,名詞,1.82
サドガシマ,46371,サドガシマ,名詞,1.82
サラセン,46371,サラセン,名詞,0.91
茶話,46371,サワ,名詞,0.91
産別,46371,サンベツ,名詞,0.91
市価,46371,シカ,名詞,1.82
シュプール,46371,シュプール,名詞,2.73
食券,46371,ショッケン,名詞,0.91
新華,46371,シンカ,名詞,2.73
ジオン,46371,ジオン,名詞,0.91
ジンパチ,46371,ジンパチ,名詞,0.91
墨色,46371,スミイロ,名詞,0.91
スレッジ,46371,スレッジ,名詞,1.82
爽果,46371,ソウカ,名詞,1.82
双発,46371,ソウハツ,名詞,3.64
種付け,46371,タネツケ,名詞,1.82
中前,46371,チュウゼン,名詞,1.82
珍獣,46371,チンジュウ,名詞,0.91
土塊,46371,ツチクレ,名詞,0.91
ティラミス,46371,ティラミス,名詞,1.82
テポドン,46371,テポドン,名詞,7.29
てんやわんや,46371,テンヤワンヤ,名詞,0.91
デリダ,46371,デリダ,名詞,1.82
透徹,46371,トウテツ,名詞,0.91
とろーり,46371,トローリ,副詞,0.91
ナガト,46371,ナガト,名詞,0.91
難攻,46371,ナンコウ,名詞,2.73
ニシキョウゴク,46371,ニシキョウゴク,名詞,0.91
庭仕事,46371,ニワシゴト,名詞,0.91
ネプチューン,46371,ネプチューン,名詞,0.91
ハッサン,46371,ハッサン,名詞,5.46
腹黒い,46371,ハラグロイ,形容詞,1.82
藩士,46371,ハンシ,名詞,2.73
伐期,46371,バッキ,名詞,4.55
バーチ,46371,バーチ,名詞,1.82
パイソン,46371,パイソン,名詞,0.91
ヒロヒサ,46371,ヒロヒサ,名詞,0.91
フェイント,46371,フェイント,名詞,0.91
フギ,46371,フギ,名詞,0.91
フドウ,46371,フドウ,名詞,2.73
ぶち切れる,46371,ブチキレル,動詞,0.91
砲艦,46371,ホウカン,名詞,0.91
疱疹,46371,ホウシン,名詞,0.91
ホッブズ,46371,ホッブズ,名詞,0.91
ホログラム,46371,ホログラム,名詞,0.91
没年,46371,ボツネン,名詞,0.91
ボマー,46371,ボマー,名詞,0.91
負け越す,46371,マケコス,動詞,0.91
豆粒,46371,マメツブ,名詞,0.91
マルチーズ,46371,マルチーズ,名詞,0.91
ミカコ,46371,ミカコ,名詞,1.82
ミサト,46371,ミサト,名詞,4.55
ミナカタ,46371,ミナカタ,名詞,1.82
ミニコミ,46371,ミニコミ,名詞,1.82
見晴らす,46371,ミハラス,動詞,0.91
妙技,46371,ミョウギ,名詞,1.82
名台詞,46371,メイゼリフ,名詞,1.82
もげる,46371,モゲル,動詞,0.91
遣り込める,46371,ヤリコメル,動詞,0.91
ユリ,46371,ユリ,名詞,1.82
横揺れ,46371,ヨコユレ,名詞,0.91
竜剣,46371,リュウケン,名詞,0.91
両校,46371,リョウコウ,名詞,0.91
ロデオ,46371,ロデオ,名詞,0.91
若作り,46371,ワカヅクリ,名詞,0.91
ＩＷＣ,46897,アイダブリューシー,名詞,0.91
後釜,46897,アトガマ,名詞,0.91
アブダビ,46897,アブダビ,名詞,0.91
甘鯛,46897,アマダイ,名詞,0.91
暗中,46897,アンチュウ,名詞,1.82
石壁,46897,イシカベ,名詞,0.91
イチバンチョウ,46897,イチバンチョウ,名詞,0.91
イチロウタ,46897,イチロウタ,名詞,27.32
一塊,46897,イッカイ,名詞,0.91
イブキ,46897,イブキ,名詞,0.91
イワナイ,46897,イワナイ,名詞,5.46
薄っぺらい,46897,ウスッペライ,形容詞,0.91
歌い継ぐ,46897,ウタイツグ,動詞,0.91
内堀,46897,ウチボリ,名詞,0.91
エイキ,46897,エイキ,名詞,0.91
ＬＣ,46897,エルシー,名詞,2.73
オム,46897,オム,名詞,0.91
ＯＲＧ,46897,オーアールジー,名詞,2.73
家産,46897,カサン,名詞,0.91
神頼み,46897,カミダノミ,名詞,0.91
カレン,46897,カレン,名詞,2.73
概数,46897,ガイスウ,名詞,2.73
がさがさ,46897,ガサガサ,形状詞,2.73
画題,46897,ガダイ,名詞,0.91
帰社,46897,キシャ,名詞,1.82
脚力,46897,キャクリョク,名詞,0.91
キャッシュ,46897,キャッシュ,名詞,0.91
きゃはは,46897,キャハハ,感動詞,0.91
級数,46897,キュウスウ,名詞,0.91
休題,46897,キュウダイ,名詞,0.91
強弁,46897,キョウベン,名詞,0.91
切り合い,46897,キリアイ,名詞,0.91
魏書,46897,ギショ,名詞,0.91
クボタ,46897,クボタ,名詞,1.82
クボヅカ,46897,クボヅカ,名詞,2.73
悔し涙,46897,クヤシナミダ,名詞,0.91
クリッパー,46897,クリッパー,名詞,6.38
ググる,46897,ググル,動詞,0.91
グスマン,46897,グスマン,名詞,2.73
漉し器,46897,コシキ,名詞,6.38
コトノ,46897,コトノ,名詞,0.91
混声,46897,コンセイ,名詞,0.91
コンバート,46897,コンバート,名詞,0.91
コート,46897,コート,名詞,5.46
剛健,46897,ゴウケン,名詞,0.91
五六十,46897,ゴロクジュウ,名詞,0.91
去り行く,46897,サリユク,動詞,0.91
シェエラザード,46897,シェエラザード,名詞,1.82
借景,46897,シャッケイ,名詞,3.64
白抜き,46897,シロヌキ,名詞,0.91
史論,46897,シロン,名詞,0.91
ジャンカルロ,46897,ジャンカルロ,名詞,0.91
受検,46897,ジュケン,名詞,9.11
ずず,46897,ズズ,副詞,1.82
精強,46897,セイキョウ,名詞,0.91
セオ,46897,セオ,名詞,1.82
先願,46897,センガン,名詞,1.82
タカナミ,46897,タカナミ,名詞,0.91
ダイキン,46897,ダイキン,名詞,1.82
ダックスフント,46897,ダックスフント,名詞,0.91
チクン,46897,チクン,名詞,3.64
町村長,46897,チョウソンチョウ,名詞,1.82
粒餡,46897,ツブアン,名詞,0.91
テンジンバシ,46897,テンジンバシ,名詞,3.64
転変,46897,テンペン,名詞,0.91
トップレス,46897,トップレス,名詞,5.46
取り置く,46897,トリオク,動詞,0.91
取り崩し,46897,トリクズシ,名詞,0.91
褞袍,46897,ドテラ,名詞,0.91
ニオカ,46897,ニオカ,名詞,1.82
ニュースレター,46897,ニュースレター,名詞,0.91
猫足,46897,ネコアシ,名詞,0.91
濃色,46897,ノウショク,名詞,0.91
ハイター,46897,ハイター,名詞,2.73
博報,46897,ハクホウ,名詞,0.91
餞,46897,ハナムケ,名詞,0.91
煤塵,46897,バイジン,名詞,0.91
バーキン,46897,バーキン,名詞,0.91
ぱん,46897,パン,副詞,0.91
ひいひい,46897,ヒイヒイ,副詞,0.91
ヒガシムラヤマ,46897,ヒガシムラヤマ,名詞,0.91
日がな,46897,ヒガナ,名詞,0.91
ヒサヤマ,46897,ヒサヤマ,名詞,2.73
一抱え,46897,ヒトカカエ,名詞,1.82
ビエンチャン,46897,ビエンチャン,名詞,0.91
ピスタチオ,46897,ピスタチオ,名詞,0.91
フカワ,46897,フカワ,名詞,1.82
浮沈,46897,フチン,名詞,0.91
打ちのめす,46897,ブチノメス,動詞,1.82
ブリストル,46897,ブリストル,名詞,1.82
ＢＲＩＣＳ,46897,ブリックス,名詞,0.91
豊漁,46897,ホウリョウ,名詞,1.82
防長,46897,ボウチョウ,名詞,1.82
ボルテージ,46897,ボルテージ,名詞,0.91
マツケン,46897,マツケン,名詞,0.91
見返る,46897,ミカエル,動詞,1.82
モウソウ,46897,モウソウ,名詞,1.82
モト,46897,モト,名詞,0.91
モトキ,46897,モトキ,名詞,1.82
戻し入れる,46897,モドシイレル,動詞,0.91
ヤマト,46897,ヤマト,名詞,0.91
用品,46897,ヨウヒン,名詞,1.82
リラックマ,46897,リラックマ,名詞,0.91
隣地,46897,リンチ,名詞,0.91
ロゼット,46897,ロゼット,名詞,0.91
ＩＳＢＮ,47405,アイエスビーエヌ,名詞,0.91
アゲマツ,47405,アゲマツ,名詞,0.91
アナン,47405,アナン,名詞,3.64
雨合羽,47405,アマガッパ,名詞,1.82
アマリ,47405,アマリ,名詞,0.91
息継ぎ,47405,イキツギ,名詞,1.82
一丁,47405,イッチョウ,名詞,0.91
入れ直す,47405,イレナオス,動詞,0.91
イーサー,47405,イーサー,名詞,1.82
移り気,47405,ウツリギ,形状詞,1.82
ウラニウム,47405,ウラニウム,名詞,0.91
詠,47405,エイ,接尾辞,0.91
エルマー,47405,エルマー,名詞,4.55
横死,47405,オウシ,名詞,0.91
オオタキ,47405,オオタキ,名詞,0.91
オーガスタ,47405,オーガスタ,名詞,1.82
肩肘,47405,カタヒジ,名詞,0.91
唐様,47405,カラヨウ,名詞,0.91
カリワ,47405,カリワ,名詞,2.73
緩徐,47405,カンジョ,名詞,0.91
カーペンター,47405,カーペンター,名詞,0.91
外局,47405,ガイキョク,名詞,0.91
学用,47405,ガクヨウ,名詞,0.91
棋王,47405,キオウ,名詞,1.82
キボウ,47405,キボウ,名詞,0.91
客殿,47405,キャクデン,名詞,0.91
キュイジーヌ,47405,キュイジーヌ,名詞,24.59
クリスピー,47405,クリスピー,形状詞,3.64
劇評,47405,ゲキヒョウ,名詞,0.91
下卑る,47405,ゲビル,動詞,0.91
国論,47405,コクロン,名詞,0.91
ゴウ,47405,ゴウ,名詞,2.73
ささ,47405,ササ,感動詞,0.91
差損,47405,サソン,名詞,0.91
サッテ,47405,サッテ,名詞,2.73
シェルパ,47405,シェルパ,名詞,0.91
潮目,47405,シオメ,名詞,1.82
軍鶏,47405,シャモ,名詞,0.91
粛正,47405,シュクセイ,名詞,0.91
ショウエイ,47405,ショウエイ,名詞,0.91
シロ,47405,シロ,名詞,2.73
ＧＰＵ,47405,ジーピーユー,名詞,2.73
膵管,47405,スイカン,名詞,1.82
スモーキー,47405,スモーキー,形状詞,0.91
スレート,47405,スレート,名詞,0.91
セイフウ,47405,セイフウ,名詞,2.73
泉水,47405,センスイ,名詞,0.91
潜望,47405,センボウ,名詞,4.55
ソラチ,47405,ソラチ,名詞,2.73
臓物,47405,ゾウモツ,名詞,0.91
他省,47405,タショウ,名詞,0.91
タツヨシ,47405,タツヨシ,名詞,1.82
食べ歩く,47405,タベアルク,動詞,0.91
短信,47405,タンシン,名詞,0.91
探鳥,47405,タンチョウ,名詞,3.64
大日,47405,ダイニチ,名詞,0.91
打設,47405,ダセツ,名詞,0.91
長毛,47405,チョウモウ,名詞,0.91
ちょんちょん,47405,チョンチョン,副詞,0.91
作り込む,47405,ツクリコム,動詞,0.91
土踏まず,47405,ツチフマズ,名詞,1.82
ツボヤ,47405,ツボヤ,名詞,0.91
ツルタ,47405,ツルタ,名詞,1.82
テアトル,47405,テアトル,名詞,3.64
手荒れ,47405,テアレ,名詞,0.91
手控える,47405,テビカエル,動詞,1.82
東工大,47405,トウコウダイ,名詞,1.82
取り出し,47405,トリダシ,名詞,1.82
とんでも,47405,トンデモ,形状詞,0.91
虹鱒,47405,ニジマス,名詞,0.91
日中,47405,ニッチュウ,名詞,2.73
ニュースキャスター,47405,ニュースキャスター,名詞,0.91
尿毒,47405,ニョウドク,名詞,0.91
抜け駆け,47405,ヌケガケ,名詞,0.91
ネオ,47405,ネオ,名詞,1.82
捩じ曲がる,47405,ネジマガル,動詞,0.91
熱波,47405,ネッパ,名詞,1.82
ハツシバ,47405,ハツシバ,名詞,0.91
バズーカ,47405,バズーカ,名詞,0.91
バリチェロ,47405,バリチェロ,名詞,1.82
バンバ,47405,バンバ,名詞,2.73
パッカード,47405,パッカード,名詞,3.64
人助け,47405,ヒトダスケ,名詞,0.91
ひょろひょろ,47405,ヒョロヒョロ,副詞,0.91
美脚,47405,ビキャク,名詞,2.73
ビル,47405,ビル,名詞,0.91
フォークランド,47405,フォークランド,名詞,0.91
プレステージ,47405,プレステージ,名詞,1.82
ヘイシチロウ,47405,ヘイシチロウ,名詞,11.84
へったくれ,47405,ヘッタクレ,名詞,0.91
ベスト,47405,ベスト,名詞,6.38
掘り上げる,47405,ホリアゲル,動詞,3.64
掘り当てる,47405,ホリアテル,動詞,1.82
本妻,47405,ホンサイ,名詞,0.91
暴政,47405,ボウセイ,名詞,0.91
ポケベル,47405,ポケベル,名詞,3.64
ぽっきり,47405,ポッキリ,副詞,0.91
幕間,47405,マクアイ,名詞,0.91
纏い付く,47405,マトイツク,動詞,1.82
無駄口,47405,ムダグチ,名詞,0.91
目の玉,47405,メノタマ,名詞,0.91
餅屋,47405,モチヤ,名詞,0.91
ヤマシナ,47405,ヤマシナ,名詞,0.91
ユダナカ,47405,ユダナカ,名詞,0.91
ユメマクラ,47405,ユメマクラ,名詞,0.91
ヨハネスブルク,47405,ヨハネスブルク,名詞,1.82
ラグーン,47405,ラグーン,名詞,0.91
ラピス,47405,ラピス,名詞,0.91
リカコ,47405,リカコ,名詞,0.91
リフレイン,47405,リフレイン,名詞,4.55
臨戦,47405,リンセン,名詞,1.82
リーズ,47405,リーズ,名詞,0.91
ロハス,47405,ロハス,名詞,0.91
和英,47405,ワエイ,名詞,0.91
喚き声,47405,ワメキゴエ,名詞,0.91
■■■■,48002,■■■■,名詞,3.64
アクアマリン,48002,アクアマリン,名詞,8.2
与え合う,48002,アタエアウ,動詞,0.91
アタッチメント,48002,アタッチメント,名詞,0.91
穴開き,48002,アナアキ,名詞,1.82
アリシア,48002,アリシア,名詞,0.91
イナオ,48002,イナオ,名詞,0.91
岩崎,48002,イワサキ,名詞,0.91
ＥＣＢ,48002,イーシービー,名詞,7.29
右傾,48002,ウケイ,名詞,2.73
ウノ,48002,ウノ,名詞,1.82
上屋,48002,ウワヤ,名詞,0.91
エコツアー,48002,エコツアー,名詞,2.73
エミッション,48002,エミッション,名詞,2.73
襟巻,48002,エリマキ,名詞,0.91
御家芸,48002,オイエゲイ,名詞,0.91
大汗,48002,オオアセ,名詞,1.82
女湯,48002,オンナユ,名詞,0.91
ＯＮ,48002,オーエヌ,名詞,0.91
カサ,48002,カサ,名詞,2.73
葛根,48002,カッコン,名詞,0.91
カツレツ,48002,カツレツ,名詞,1.82
絡まり合う,48002,カラマリアウ,動詞,0.91
借り換える,48002,カリカエル,動詞,0.91
学閥,48002,ガクバツ,名詞,1.82
旧居,48002,キュウキョ,名詞,0.91
近景,48002,キンケイ,名詞,0.91
キンヤ,48002,キンヤ,名詞,1.82
ク,48002,ク,名詞,3.64
クロサカ,48002,クロサカ,名詞,1.82
ケミストリー,48002,ケミストリー,名詞,1.82
月歩,48002,ゲッポ,名詞,2.73
ゲロ,48002,ゲロ,名詞,2.73
恋仲,48002,コイナカ,名詞,0.91
行,48002,コウ,名詞,1.82
広済,48002,コウサイ,名詞,17.31
コトブキチョウ,48002,コトブキチョウ,名詞,0.91
コングロマリット,48002,コングロマリット,名詞,0.91
五葉,48002,ゴヨウ,名詞,4.55
最落,48002,サイラク,名詞,0.91
サンボ,48002,サンボ,名詞,0.91
サーブレット,48002,サーブレット,名詞,0.91
シイ,48002,シイ,名詞,6.38
シバヤマ,48002,シバヤマ,名詞,1.82
醜聞,48002,シュウブン,名詞,3.64
新古,48002,シンコ,名詞,0.91
ジェソク,48002,ジェソク,名詞,3.64
ジェラシー,48002,ジェラシー,名詞,0.91
ジュラシック,48002,ジュラシック,名詞,0.91
巡拝,48002,ジュンパイ,名詞,0.91
神亀,48002,ジンキ,名詞,0.91
スカッド,48002,スカッド,名詞,3.64
住み心地,48002,スミゴコチ,名詞,0.91
性善,48002,セイゼン,名詞,0.91
育ち盛り,48002,ソダチザカリ,名詞,0.91
そろり,48002,ソロリ,副詞,0.91
タンパ,48002,タンパ,名詞,0.91
ダマスカス,48002,ダマスカス,名詞,0.91
ちょっくら,48002,チョックラ,副詞,0.91
積み増し,48002,ツミマシ,名詞,0.91
トクジ,48002,トクジ,名詞,2.73
トクミツ,48002,トクミツ,名詞,0.91
仲店,48002,ナカミセ,名詞,0.91
涙ぐましい,48002,ナミダグマシイ,形容詞,0.91
抜き去る,48002,ヌキサル,動詞,3.64
ノエ,48002,ノエ,名詞,0.91
ノキア,48002,ノキア,名詞,0.91
ハハジマ,48002,ハハジマ,名詞,0.91
飛球,48002,ヒキュウ,名詞,0.91
馥郁,48002,フクイク,形状詞,0.91
仏,48002,ブツ,名詞,0.91
プランタン,48002,プランタン,名詞,1.82
へぼ,48002,ヘボ,名詞,0.91
米英軍,48002,ベイエイグン,名詞,5.46
星明かり,48002,ホシアカリ,名詞,1.82
補選,48002,ホセン,名詞,7.29
ぼろ儲け,48002,ボロモウケ,名詞,0.91
マルキ,48002,マルキ,名詞,1.82
丸潰れ,48002,マルツブレ,名詞,0.91
三つ星,48002,ミツボシ,名詞,0.91
ミヒャエル,48002,ミヒャエル,名詞,0.91
ミヤコシ,48002,ミヤコシ,名詞,0.91
麦作,48002,ムギサク,名詞,0.91
名演,48002,メイエン,名詞,0.91
ヤスギ,48002,ヤスギ,名詞,1.82
ユサ,48002,ユサ,名詞,0.91
ラマダン,48002,ラマダン,名詞,0.91
リヤド,48002,リヤド,名詞,1.82
繚乱,48002,リョウラン,形状詞,1.82
アナーキスト,48526,アナーキスト,名詞,0.91
アニメイト,48526,アニメイト,名詞,1.82
アメリ,48526,アメリ,名詞,0.91
アルバロ,48526,アルバロ,名詞,0.91
暗視,48526,アンシ,名詞,0.91
暗闘,48526,アントウ,名詞,1.82
イスラマバード,48526,イスラマバード,名詞,5.46
一法,48526,イッポウ,名詞,0.91
イナギ,48526,イナギ,名詞,3.64
イントラネット,48526,イントラネット,名詞,1.82
うはうは,48526,ウハウハ,形状詞,1.82
埋め戻す,48526,ウメモドス,動詞,0.91
ＨＩＤ,48526,エイチアイディー,名詞,1.82
越年,48526,エツネン,名詞,3.64
ＮＴＳ,48526,エヌティーエス,名詞,0.91
演武,48526,エンブ,名詞,0.91
黄熱,48526,オウネツ,名詞,0.91
オケ,48526,オケ,名詞,3.64
男好き,48526,オトコズキ,名詞,2.73
オマージュ,48526,オマージュ,名詞,0.91
皆伐,48526,カイバツ,名詞,0.91
掻き取る,48526,カキトル,動詞,0.91
滑空,48526,カックウ,名詞,0.91
カナヤマ,48526,カナヤマ,名詞,0.91
紙質,48526,カミシツ,名詞,1.82
気位,48526,キグライ,名詞,2.73
九大,48526,キュウダイ,名詞,0.91
協商,48526,キョウショウ,名詞,2.73
キートン,48526,キートン,名詞,1.82
芸風,48526,ゲイフウ,名詞,0.91
コウトク,48526,コウトク,名詞,2.73
心憎い,48526,ココロニクイ,形容詞,0.91
コレエダ,48526,コレエダ,名詞,2.73
コーギー,48526,コーギー,名詞,0.91
コーディネーション,48526,コーディネーション,名詞,0.91
轟々,48526,ゴウゴウ,形状詞,0.91
サミー,48526,サミー,名詞,1.82
砂粒,48526,サリュウ,名詞,1.82
仕掛け人,48526,シカケニン,名詞,2.73
仕儀,48526,シギ,名詞,1.82
下刈り,48526,シタガリ,名詞,2.73
就役,48526,シュウエキ,名詞,1.82
ショウワ,48526,ショウワ,名詞,4.55
食指,48526,ショクシ,名詞,0.91
審訊,48526,シンジン,名詞,0.91
新茶,48526,シンチャ,名詞,0.91
忸怩,48526,ジクジ,形状詞,0.91
ＪＡＸＡ,48526,ジャクサ,名詞,1.82
ジャマール,48526,ジャマール,名詞,0.91
遵法,48526,ジュンポウ,名詞,4.55
人肉,48526,ジンニク,名詞,0.91
水土,48526,スイド,名詞,4.55
スイヘン,48526,スイヘン,名詞,0.91
スキャンダラス,48526,スキャンダラス,形状詞,0.91
接眼,48526,セツガン,名詞,2.73
競り勝つ,48526,セリカツ,動詞,0.91
ゾルゲ,48526,ゾルゲ,名詞,0.91
叩き壊す,48526,タタキコワス,動詞,0.91
タブロイド,48526,タブロイド,名詞,1.82
タープ,48526,タープ,名詞,0.91
脱法,48526,ダッポウ,名詞,2.73
脱硫,48526,ダツリュウ,名詞,1.82
ＷＷＦ,48526,ダブリューダブリューエフ,名詞,2.73
